CUSTOMER_ID,Company,CARD_REG_DATE,GENDER,DOB,Age,STATE_CODE,POST_CODE,NO_OF_TRIPS,TOWN,Spent amount
1000033930,CIPLA,4/10/2008 0:00,Female,5/1/1988,25,SA,5035,2,Kallaroo,522.33
1000033931,DR.REDDYS,4/10/2008 0:00,Male,5/1/1986,27,VIC,3355,2,KINGSLEY,170.18
1000033932,RELEGARE,4/10/2008 0:00,Male,7/10/1991,22,NSW,2200,1,calamvale,29.09
1000033933,RANBAXY,4/10/2008 0:00,Male,1/12/1983,30,SA,5290,6,Runcorn,256.54
1000033934,APPOLO,4/10/2008 0:00,Female,9/25/1969,44,SA,5112,9,BOX HILL,511.69
1000033935,APPOLO,4/10/2008 0:00,Male,7/15/1953,60,WA,6148,4,surry hills,314.77
1000033936,GUARDIAN,4/10/2008 0:00,Male,3/24/1973,40,WA,6163,5,Hamilton,512.55
1000033937,MED +,4/10/2008 0:00,Male,12/17/1985,27,WA,6158,2,Glen Waverley,240.02
1000033938,MED +,4/10/2008 0:00,Male,11/25/1975,37,WA,6225,2,Murrumbeena,91.96
1000033939,GSK,4/10/2008 0:00,Female,3/6/1970,43,WA,6110,2,Sunnybank Hills,105.22
1000033940,RANBAXY,4/10/2008 0:00,Male,6/30/1956,57,WA,6147,1,Dunkeld,26
1000033941,GENO,4/10/2008 0:00,Male,8/14/1977,36,WA,6147,2,HAMILTON,118.76
1000033942,GENO,4/10/2008 0:00,Female,3/24/1961,52,WA,6155,3,forestlake,104.99
1000033943,GUARDIAN,4/10/2008 0:00,Male,7/23/1975,38,SA,5087,1,meadowbrook,43.98
1000033944,CIPLA,4/10/2008 0:00,Female,10/14/1970,42,WA,6156,6,Calamvale,737.93
1000033945,GSK,4/10/2008 0:00,Female,2/1/1960,53,WA,6157,5,Mirranatwa,99.03
1000033946,GENO,4/10/2008 0:00,Female,1/28/1962,51,VIC,3500,3,glenthompson,214.56
1000033947,GUARDIAN,4/10/2008 0:00,Male,6/27/1948,65,WA,6233,4,Wendouree,346.34
1000033948,RANBAXY,4/10/2008 0:00,Female,8/8/1970,43,WA,6714,4,Portland,480.79
1000033949,CIPLA,4/10/2008 0:00,Male,10/21/1947,65,WA,6430,12,Portland,1216.56
1000033950,CIPLA,4/10/2008 0:00,Male,9/10/1980,33,WA,6233,3,hamilton,100.62
1000033951,APPOLO,4/10/2008 0:00,Female,10/24/1931,81,WA,6020,6,CRESWICK,187.91
1000033952,DR.REDDYS,4/10/2008 0:00,Female,7/1/1940,73,WA,6714,5,portland,230.96
1000033953,RANBAXY,4/10/2008 0:00,Female,3/31/1961,52,WA,6148,5,Portland,175.55
1000033954,RELEGARE,4/10/2008 0:00,Female,10/7/1988,24,WA,6966,2,pimpama,32.91
1000033955,APPOLO,4/10/2008 0:00,Female,11/29/1989,23,WA,6701,2,PORTLAND,24.46
1000033956,MED +,4/10/2008 0:00,Female,7/5/1973,40,SA,5034,4,Portland,419.24
1000033957,APPOLO,4/10/2008 0:00,Female,7/30/1968,45,WA,6232,2,Portland,170.71
1000033958,GUARDIAN,4/10/2008 0:00,Female,3/11/1988,25,WA,6253,2,Bolwarra,96.35
1000033959,RELEGARE,4/10/2008 0:00,Female,9/11/1982,31,WA,6148,1,Portland,12.17
1000033960,MED +,4/10/2008 0:00,Male,5/13/1974,39,WA,6069,1,Portland,21.01
1000033961,GENO,4/10/2008 0:00,Female,6/1/1988,25,WA,6149,1,Portland,42.9
1000033962,GSK,4/10/2008 0:00,Female,4/14/1984,29,WA,6163,15,PORTLAND,809.36
1000033963,APPOLO,4/10/2008 0:00,Female,3/30/1992,21,WA,6168,4,North Rpton,50.91
1000033964,APPOLO,4/10/2008 0:00,Male,12/10/1986,26,WA,6149,2,Nunawading,121.79
1000033965,CIPLA,4/10/2008 0:00,Female,8/19/1986,27,WA,6149,2,Bellpark Geelong,44.47
1000033966,MED +,4/10/2008 0:00,Male,6/6/1977,36,QLD,4115,4,Biggera Waters,142.08
1000033967,CIPLA,4/10/2008 0:00,Male,3/12/1988,25,WA,6149,1,Mount Waverley,39.8
1000033968,GENO,4/10/2008 0:00,Male,10/3/1992,20,WA,6163,3,Buderim,253.3
1000033969,GENO,4/10/2008 0:00,Male,7/8/1932,81,WA,6150,1,Ashwood,28.74
1000033970,DR.REDDYS,4/10/2008 0:00,Female,3/1/1974,39,WA,6025,8,somerville,547.48
1000033971,GSK,4/10/2008 0:00,Female,4/21/1964,49,WA,6027,5,Mont Albert North,242.56
1000033972,GUARDIAN,4/10/2008 0:00,Male,8/11/1989,24,WA,6025,3,buderim,668.94
1000033973,DR.REDDYS,4/10/2008 0:00,Female,1/27/1952,61,WA,6069,3,Buderim,252.47
1000033974,GSK,4/10/2008 0:00,Male,3/14/1932,81,VIC,3040,1,sippydowns,38.79
1000033975,GUARDIAN,4/10/2008 0:00,Female,11/18/1966,46,WA,6147,10,Geelong West,290.29
1000033976,DR.REDDYS,4/10/2008 0:00,Female,1/14/1988,25,WA,6025,8,Wavell Heights,110.59
1000033977,DR.REDDYS,4/10/2008 0:00,Female,3/30/1990,23,WA,6025,13,Boondall,295.71
1000033978,CIPLA,4/10/2008 0:00,Female,2/2/1964,49,WA,6155,10,Bell Post Hill,390.63
1000033979,GUARDIAN,4/10/2008 0:00,Female,5/18/1968,45,QLD,4702,1,Ringwood,144.67
1000033980,CIPLA,4/10/2008 0:00,Male,11/9/1988,24,SA,5097,2,SOUTH YARRA,580.34
1000033981,RANBAXY,4/10/2008 0:00,Female,6/10/1970,43,WA,6101,1,Hillside,5.03
1000033982,MED +,4/10/2008 0:00,Female,6/19/1993,20,WA,6230,4,SOMERVILLE,69.37
1000033983,GUARDIAN,4/10/2008 0:00,Female,6/21/1984,29,WA,6155,17,South Yarra,498.5
1000033984,GENO,4/10/2008 0:00,Male,1/6/1961,52,WA,6011,1,Taylors Lakes,1.56
1000033985,GSK,4/10/2008 0:00,Female,1/2/1976,37,WA,6157,2,Somerville,160.98
1000033986,GUARDIAN,4/10/2008 0:00,Female,2/25/1939,74,WA,6173,12,alexandra,289.1
1000033987,RELEGARE,4/10/2008 0:00,Male,1/24/1980,33,WA,6112,6,TAYLORS LAKES,690.45
1000033988,RELEGARE,4/10/2008 0:00,Female,2/28/1977,36,WA,6108,6,Melton West,160.89
1000033989,GSK,4/10/2008 0:00,Male,11/1/1982,30,WA,6164,8,SYDENHAM,253.23
1000033990,DR.REDDYS,4/10/2008 0:00,Female,12/7/1968,44,WA,6110,1,Hoppers Crossing,69.77
1000033991,MED +,4/10/2008 0:00,Male,9/5/1951,62,WA,6112,2,Nunawading,232.31
1000033992,DR.REDDYS,4/10/2008 0:00,Female,4/7/1954,59,WA,6110,1,Oak Park,274.66
1000033993,RANBAXY,4/10/2008 0:00,Female,8/24/1972,41,WA,6061,1,airport west,42.83
1000033994,RANBAXY,4/10/2008 0:00,Female,5/6/1937,76,WA,6055,1,Narre Warren,79.48
1000033995,DR.REDDYS,4/10/2008 0:00,Male,7/6/1953,60,WA,6111,1,FOUNTAIN GATE,26.88
1000033996,GSK,4/10/2008 0:00,Female,8/25/1950,63,WA,6280,3,currimundi,408.65
1000033997,GUARDIAN,4/10/2008 0:00,Female,2/1/1930,83,WA,6149,2,Currimundi,95.71
1000033998,RELEGARE,4/10/2008 0:00,Female,9/11/1974,39,WA,6157,2,Lakes Entrance,75.59
1000033999,APPOLO,4/10/2008 0:00,Female,7/4/1969,44,WA,6155,4,Jalimna,83.87
1000034000,GENO,4/10/2008 0:00,Female,2/12/1940,73,WA,6722,2,Little Mountain,92.28
1000034001,MED +,4/10/2008 0:00,Female,3/30/1973,40,QLD,4300,2,Landsborough,249.46
1000034002,RELEGARE,4/10/2008 0:00,Male,9/13/1947,66,SA,5169,6,Avondale Heights,251.45
1000034003,GUARDIAN,4/10/2008 0:00,Male,10/1/1939,73,SA,5158,1,Currimundi,32.49
1000034004,GSK,4/10/2008 0:00,Female,4/10/1961,52,SA,5163,1,Mooloolah,79.36
1000034005,CIPLA,4/10/2008 0:00,Female,5/10/1961,52,WA,6163,6,Beerwah,567.38
1000034006,MED +,4/10/2008 0:00,Male,6/26/1939,74,WA,6173,16,glasshouse mountain,1384.32
1000034007,RELEGARE,4/10/2008 0:00,Female,2/27/1953,60,WA,6169,18,palm neach,666.1
1000034008,GENO,4/10/2008 0:00,Male,1/4/1973,40,WA,6027,1,Hamilton,2.66
1000034009,GUARDIAN,4/10/2008 0:00,Female,12/19/1980,32,WA,6025,7,elanora,739.84
1000034010,CIPLA,4/10/2008 0:00,Female,12/4/1980,32,WA,6057,1,BEERWAH,34.31
1000034011,RANBAXY,4/10/2008 0:00,Male,4/7/1959,54,WA,6172,1,Little Mountain,167.28
1000034012,APPOLO,4/10/2008 0:00,Male,6/25/1981,32,WA,6230,1,AROONA,30.68
1000034013,GENO,4/10/2008 0:00,Female,4/12/1979,34,WA,6230,5,Wurtulla,183.65
1000034014,MED +,4/10/2008 0:00,Female,4/15/1976,37,WA,6027,10,Currimundi,228.21
1000034015,APPOLO,4/10/2008 0:00,Female,11/12/1979,33,WA,6104,7,Buddina,325.44
1000034016,GUARDIAN,4/10/2008 0:00,Female,4/22/1970,43,SA,5097,3,alderley,170
1000034017,GENO,4/10/2008 0:00,Female,12/10/1958,54,SA,5153,15,Altona Meadows,373.72
1000034018,APPOLO,4/10/2008 0:00,Female,3/21/1957,56,SA,5073,4,Avondale Heights,269.79
1000034019,CIPLA,4/10/2008 0:00,Male,12/25/1947,65,SA,5108,1,Wakerley,99.96
1000034020,GUARDIAN,4/10/2008 0:00,Female,1/8/1985,28,SA,5214,3,lota,153.75
1000034021,MED +,4/10/2008 0:00,Female,3/13/1963,50,SA,5255,1,EAST KEILOR,57.46
1000034022,GENO,4/10/2008 0:00,Male,6/11/1983,30,SA,5070,1,lakes entrance,10.13
1000034023,GENO,4/10/2008 0:00,Female,8/7/1975,38,SA,5107,4,Lakes Entrance,124.23
1000034024,RANBAXY,4/10/2008 0:00,Male,8/16/1964,49,SA,5163,3,manly west,89.72
1000034025,DR.REDDYS,4/10/2008 0:00,Female,12/25/1951,61,SA,5333,1,Tingalpa,8.49
1000034026,GENO,4/10/2008 0:00,Female,2/23/1959,54,WA,6027,6,Dalby,213.41
1000034027,GENO,4/10/2008 0:00,Female,7/3/1967,46,SA,5161,1,Avondale Heights,120.32
1000034028,GUARDIAN,4/10/2008 0:00,Female,5/10/1941,72,SA,5023,6,Deer Park,78.57
1000034029,DR.REDDYS,4/10/2008 0:00,Male,1/29/1957,56,WA,6107,3,nungurner,448.27
1000034030,GENO,4/10/2008 0:00,Male,4/1/1966,47,WA,6066,1,Lakes Entrance,49.04
1000034031,GUARDIAN,4/10/2008 0:00,Female,12/15/1961,51,WA,6148,5,Lakes Entrance,321.25
1000034032,APPOLO,4/10/2008 0:00,Female,7/24/1974,39,WA,6149,1,Oxley,45.33
1000034033,RELEGARE,4/10/2008 0:00,Unisex,2/20/1968,45,WA,6066,5,WEST END,213.55
1000034034,DR.REDDYS,4/10/2008 0:00,Male,4/3/1986,27,WA,6028,1,CAULFIELD NORTH,52.62
1000034035,CIPLA,4/10/2008 0:00,Female,12/3/1970,42,WA,6030,3,shepparton,206.86
1000034036,GENO,4/10/2008 0:00,Male,3/5/1978,35,SA,5069,3,Werribee,199.36
1000034037,GUARDIAN,4/10/2008 0:00,Female,7/28/1975,38,SA,5112,1,Middle Park,43.96
1000034038,GSK,4/10/2008 0:00,Male,3/13/1991,22,VIC,3342,3,Kippa-Ring,145.42
1000034039,CIPLA,4/10/2008 0:00,Female,10/31/1977,35,SA,5000,3,Sth Windsor,398.63
1000034040,DR.REDDYS,4/10/2008 0:00,Female,3/12/1955,58,SA,5341,2,Redcliffe,243.15
1000034041,RANBAXY,4/10/2008 0:00,Female,6/21/1981,32,VIC,3912,4,Bracken Ridge,452.76
1000034042,GSK,4/10/2008 0:00,Female,8/27/1965,48,SA,5127,6,Nagambie,645.77
1000034043,GENO,4/10/2008 0:00,Female,9/13/1956,57,SA,5011,7,Kialla,399.64
1000034044,GUARDIAN,4/10/2008 0:00,Female,12/10/1970,42,SA,5085,2,Shepparton,457.29
1000034045,GSK,4/10/2008 0:00,Male,8/11/1934,79,WA,6155,10,Shepparton,755.93
1000034046,RELEGARE,4/10/2008 0:00,Male,9/5/1967,46,WA,6155,1,Invergordon,31.2
1000034047,CIPLA,4/10/2008 0:00,Female,6/9/1971,42,WA,6330,11,Shepparton,123.36
1000034048,GENO,4/10/2008 0:00,Male,9/7/1949,64,WA,6027,1,South Yarra,351.89
1000034049,DR.REDDYS,4/10/2008 0:00,Male,2/27/1947,66,WA,6147,1,Sth Yarra,49.9
1000034050,APPOLO,4/10/2008 0:00,Female,2/15/1949,64,WA,6007,3,Prahran,198.36
1000034051,GUARDIAN,4/10/2008 0:00,Male,1/17/1979,34,SA,5343,1,WODONGA,28.09
1000034052,GUARDIAN,4/10/2008 0:00,Female,11/9/1954,58,WA,6007,9,Urangan,852.98
1000034053,GENO,4/10/2008 0:00,Female,10/23/1973,39,WA,6018,6,Hoppers Crossing,228.55
1000034054,RELEGARE,4/10/2008 0:00,Male,5/21/1964,49,WA,6065,1,Maryborough,26.35
1000034055,APPOLO,4/10/2008 0:00,Female,4/9/1955,58,WA,6014,4,Beerwah,269.97
1000034056,APPOLO,4/10/2008 0:00,Female,9/25/1967,46,WA,6210,15,Stanhope,271.67
1000034057,APPOLO,4/10/2008 0:00,Male,7/6/1959,54,WA,6020,10,Werribee,327.96
1000034058,DR.REDDYS,4/10/2008 0:00,Male,7/15/1983,30,WA,6280,4,BURPENGARY,531.59
1000034059,DR.REDDYS,4/10/2008 0:00,Female,2/11/1969,44,WA,6233,2,shepparton,130.64
1000034060,CIPLA,4/10/2008 0:00,Female,4/1/1952,61,WA,6233,1,Burwood,20.42
1000034061,MED +,4/10/2008 0:00,Female,2/27/1963,50,SA,5108,3,anakie,204.94
1000034062,GENO,4/10/2008 0:00,Female,12/9/1976,36,WA,6210,3,Anakie,151.84
1000034063,GSK,4/10/2008 0:00,Female,1/26/1960,53,WA,6155,1,Sunbury,67.69
1000034064,DR.REDDYS,4/10/2008 0:00,Female,12/18/1949,63,WA,6608,15,Sunbury,927.52
1000034065,RELEGARE,4/10/2008 0:00,Female,4/6/1984,29,WA,6,1,the basin,314.61
1000034066,CIPLA,4/10/2008 0:00,Female,5/20/1982,31,WA,6064,2,wantirna south,69.57
1000034067,RANBAXY,4/10/2008 0:00,Female,6/14/1976,37,WA,6061,2,Sunbury,186.95
1000034068,GUARDIAN,4/10/2008 0:00,Male,4/26/1955,58,WA,6027,3,Chadstone,192.16
1000034069,CIPLA,4/10/2008 0:00,Female,11/3/1959,53,WA,6280,1,Burwood,185.19
1000034070,GENO,4/10/2008 0:00,Male,12/13/1949,63,WA,6062,6,Boronia,595.65
1000034071,APPOLO,4/10/2008 0:00,Female,11/26/1955,57,WA,6155,4,Sunbury,69.37
1000034072,DR.REDDYS,4/10/2008 0:00,Female,5/30/1957,56,WA,6232,17,Sunbury,498.5
1000034073,DR.REDDYS,4/10/2008 0:00,Female,8/25/1981,32,WA,6112,1,Boronia,1.56
1000034074,RELEGARE,4/10/2008 0:00,Male,6/27/1969,44,WA,6753,2,Boronia,160.98
1000034075,APPOLO,4/10/2008 0:00,Male,12/19/1981,31,WA,6211,12,Berwick,289.1
1000034076,GSK,4/10/2008 0:00,Male,12/18/1974,38,WA,6210,6,Burwood,690.45
1000034077,CIPLA,4/10/2008 0:00,Female,4/15/1959,54,WA,6211,6,Benowa Waters,160.89
1000034078,DR.REDDYS,4/10/2008 0:00,Male,1/6/1971,42,WA,6104,8,ASHWOOD,253.23
1000034079,CIPLA,4/10/2008 0:00,Female,5/12/1980,33,QLD,4551,1,Toorak,69.77
1000034080,DR.REDDYS,4/10/2008 0:00,Female,12/6/1975,37,QLD,4551,2,broadbeach waters,232.31
1000034081,MED +,4/10/2008 0:00,Female,12/1/1976,36,VIC,3338,1,GLEN IRIS,274.66
1000034082,MED +,4/10/2008 0:00,Female,11/1/1955,57,WA,6030,1,ASHBURTON,42.83
1000034083,GSK,4/10/2008 0:00,Male,11/23/1962,50,WA,6603,1,Runaway Bay,79.48
1000034084,MED +,4/10/2008 0:00,Male,6/8/1976,37,WA,6872,1,Mermaid Beach,26.88
1000034085,GENO,4/10/2008 0:00,Female,3/28/1955,58,WA,6163,3,ASHBURTON,408.65
1000034086,GENO,4/10/2008 0:00,Female,10/25/1956,56,WA,6021,2,Mermaid Beach,95.71
1000034087,APPOLO,4/10/2008 0:00,Female,5/3/1944,69,WA,6751,2,BROADBEACH,75.59
1000034088,RANBAXY,4/10/2008 0:00,Female,4/8/1958,55,WA,6100,4,Malvern East,83.87
1000034089,CIPLA,4/10/2008 0:00,Female,4/10/1941,72,WA,6027,2,CAMBERWELL,92.28
1000034090,APPOLO,4/10/2008 0:00,Female,3/3/1940,73,WA,6153,2,hoppers crossing,249.46
1000034091,GENO,4/10/2008 0:00,Male,4/23/1984,29,WA,6056,6,chadstone,251.45
1000034092,APPOLO,4/10/2008 0:00,Male,5/6/1955,58,WA,6066,1,kenmore,32.49
1000034093,GUARDIAN,4/10/2008 0:00,Female,4/11/1954,59,WA,6062,1,KENMORE,79.36
1000034094,CIPLA,4/10/2008 0:00,Female,6/21/1963,50,WA,6000,6,Toowoomba,567.38
1000034095,RANBAXY,4/10/2008 0:00,Female,9/11/1958,55,WA,6066,16,urangan,1384.32
1000034096,APPOLO,4/10/2008 0:00,Female,3/15/1946,67,WA,6271,18,urangan,666.1
1000034097,RANBAXY,4/10/2008 0:00,Female,12/27/1972,40,WA,6230,1,Suffolk Park,2.66
1000034098,MED +,4/10/2008 0:00,Female,2/7/1947,66,WA,6163,7,Toowoomba,739.84
1000034099,RELEGARE,4/10/2008 0:00,Female,4/29/1951,62,WA,6019,1,Chapel Hill,34.31
1000034100,GUARDIAN,4/10/2008 0:00,Male,8/22/1977,36,WA,6014,1,Karana Downs,167.28
1000034101,APPOLO,4/10/2008 0:00,Female,11/1/1954,58,WA,6156,1,Toowoomba,30.68
1000034102,RANBAXY,4/10/2008 0:00,Female,6/4/1953,60,WA,6163,5,Kenmore,183.65
1000034103,GSK,4/10/2008 0:00,Female,11/28/1982,30,WA,6160,10,Hervey Bay,228.21
1000034104,MED +,4/10/2008 0:00,Female,9/2/1946,67,WA,6156,7,LISMORE,325.44
1000034105,APPOLO,4/10/2008 0:00,Female,1/14/1987,26,WA,6014,3,Rochedale South,170
1000034106,RANBAXY,4/10/2008 0:00,Male,7/20/1989,24,WA,6058,15,pine mtn,373.72
1000034107,APPOLO,4/10/2008 0:00,Female,4/4/1949,64,WA,6056,4,Moggill,269.79
1000034108,APPOLO,4/10/2008 0:00,Male,11/16/1968,44,WA,6110,1,Goonellabah,99.96
1000034109,MED +,4/10/2008 0:00,Female,1/27/1955,58,WA,6156,3,Torquay,153.75
1000034110,GSK,4/10/2008 0:00,Female,8/4/1956,57,WA,6155,1,Casino,57.46
1000034111,GSK,4/10/2008 0:00,Male,9/7/1936,77,WA,6155,1,Lismore,10.13
1000034112,GSK,4/10/2008 0:00,Female,11/17/1977,35,WA,6108,4,Fairy Hill,124.23
1000034113,GSK,4/10/2008 0:00,Female,8/7/1977,36,WA,6108,3,Evans Head,89.72
1000034114,APPOLO,4/10/2008 0:00,Male,7/19/1946,67,WA,6059,1,Varsity Lakes,8.49
1000034115,GENO,4/10/2008 0:00,Female,4/4/1972,41,WA,6210,6,Fig Tree Pocket,213.41
1000034116,GUARDIAN,4/10/2008 0:00,Female,5/7/1987,26,WA,6210,1,kirwan,120.32
1000034117,RELEGARE,4/10/2008 0:00,Female,6/24/1963,50,WA,6155,6,KURABY,78.57
1000034118,RELEGARE,4/10/2008 0:00,Female,7/3/1949,64,WA,6108,3,runcorn,448.27
1000034119,RANBAXY,4/10/2008 0:00,Female,7/13/1948,65,WA,6155,1,MUDGEERABA,49.04
1000034120,MED +,4/10/2008 0:00,Female,2/25/1971,42,WA,6169,5,Mudgeeraba,321.25
1000034121,CIPLA,4/10/2008 0:00,Female,9/20/1959,54,WA,6156,1,underwood,45.33
1000034122,APPOLO,4/10/2008 0:00,Male,8/3/1960,53,WA,6163,5,KIRWAN,213.55
1000034123,GSK,4/10/2008 0:00,Female,5/20/1984,29,WA,6156,1,Kippa-Ring,52.62
1000034124,APPOLO,4/10/2008 0:00,Male,12/1/1975,37,WA,6156,3,St Lucia,206.86
1000034125,GSK,4/10/2008 0:00,Female,3/26/1991,22,WA,6167,3,ALDERLEY,199.36
1000034126,CIPLA,4/10/2008 0:00,Male,8/6/1938,75,WA,6230,1,Everton Hills,43.96
1000034127,GENO,4/10/2008 0:00,Female,8/4/1968,45,WA,6069,3,gaythorne,145.42
1000034128,APPOLO,4/10/2008 0:00,Female,11/10/1951,61,WA,6155,3,Scarborough,398.63
1000034129,GSK,4/10/2008 0:00,Female,4/11/1969,44,WA,6163,2,mudgeeraba,243.15
1000034130,GENO,4/10/2008 0:00,Female,6/19/1958,55,WA,6155,4,cranbrook,452.76
1000034131,DR.REDDYS,4/10/2008 0:00,Female,8/31/1967,46,WA,6210,6,Runcorn,645.77
1000034132,GSK,4/10/2008 0:00,Female,8/2/1969,44,WA,6211,7,Loganlea,399.64
1000034133,GSK,4/10/2008 0:00,Female,11/3/1947,65,WA,6170,2,coorparoo,457.29
1000034134,MED +,4/10/2008 0:00,Female,5/28/1987,26,WA,6094,10,Kuraby,755.93
1000034135,GSK,4/10/2008 0:00,Female,4/18/1973,40,WA,6027,1,biloela,31.2
1000034136,DR.REDDYS,4/10/2008 0:00,Female,7/21/1944,69,WA,6031,11,blackwater,123.36
1000034137,RELEGARE,4/10/2008 0:00,Male,9/26/1934,78,WA,6027,1,Blue Mountain Heights,351.89
1000034138,GSK,4/10/2008 0:00,Male,8/1/1959,54,WA,6169,1,CABARLAH,49.9
1000034139,APPOLO,4/10/2008 0:00,Female,8/19/1933,80,WA,6169,3,Parkinson,198.36
1000034140,GENO,4/10/2008 0:00,Female,9/24/1963,50,WA,6262,1,Mudjimba,28.09
1000034141,GENO,4/10/2008 0:00,Female,10/14/1977,35,WA,6162,9,Witta,852.98
1000034142,GUARDIAN,4/10/2008 0:00,Female,3/30/1951,62,WA,6158,6,Alderley,228.55
1000034143,MED +,4/10/2008 0:00,Female,10/2/1978,34,WA,6720,1,Mooloolaba,26.35
1000034144,RANBAXY,4/10/2008 0:00,Male,3/30/1938,75,WA,6169,1,HOMEBUSH,7.98
1000034145,RELEGARE,4/10/2008 0:00,Female,6/27/1954,59,WA,6919,6,SARINA,640.75
1000034146,APPOLO,4/10/2008 0:00,Male,2/11/1959,54,WA,6714,3,Everton Hills,132.33
1000034147,GUARDIAN,4/10/2008 0:00,Female,6/2/1954,59,WA,6230,2,Everton Hills,276.07
1000034148,APPOLO,4/10/2008 0:00,Female,4/24/1971,42,WA,6156,2,Enoggera,55.61
1000034149,RANBAXY,4/10/2008 0:00,Male,10/8/1972,40,WA,6027,6,Maroochydore,697.7
1000034150,CIPLA,4/10/2008 0:00,Male,8/20/1937,76,WA,6169,5,Biloela,379.8
1000034151,GENO,4/10/2008 0:00,Male,9/13/1957,56,WA,6163,5,BLACKWATER,315.83
1000034152,RELEGARE,4/10/2008 0:00,Female,2/27/1983,30,NSW,2170,1,Maroochydore,32.53
1000034153,APPOLO,4/10/2008 0:00,Female,8/10/1980,33,QLD,4825,1,Kippa Ring,15.09
1000034154,RANBAXY,4/10/2008 0:00,Female,9/2/1946,67,WA,6064,2,Marcoola,235.57
1000034155,GUARDIAN,4/10/2008 0:00,Male,5/2/1942,71,WA,6073,11,Everton Park,967.28
1000034156,GENO,4/10/2008 0:00,Female,5/12/1974,39,WA,6059,4,Rothwell,546.4
1000034157,DR.REDDYS,4/10/2008 0:00,Female,8/14/1944,69,WA,6331,1,Lutwyche,159.15
1000034158,APPOLO,4/10/2008 0:00,Female,7/10/1951,62,WA,6330,3,East brisbane,124.27
1000034159,MED +,4/10/2008 0:00,Female,4/20/1979,34,WA,6316,4,Bald Hills,186.51
1000034160,APPOLO,4/10/2008 0:00,Male,1/3/1963,50,WA,6059,1,deception bay,27.4
1000034161,GENO,4/10/2008 0:00,Female,11/8/1986,26,WA,6330,5,Jensen,187.91
1000034162,DR.REDDYS,4/10/2008 0:00,Female,4/17/1975,38,WA,6060,5,Bushland Beach,291.18
1000034163,GUARDIAN,4/10/2008 0:00,Female,9/30/1957,55,WA,6112,2,BRISBANE,324.28
1000034164,GSK,4/10/2008 0:00,Female,5/8/1959,54,WA,6064,2,Sunnybank,177.3
1000034165,GSK,4/10/2008 0:00,Female,12/9/1955,57,WA,6009,3,Black River,590.29
1000034166,MED +,4/10/2008 0:00,Female,9/12/1950,63,WA,6107,4,Beachmere,52.69
1000034167,RANBAXY,4/10/2008 0:00,Male,2/9/1979,34,WA,6059,1,deception bay,174.27
1000034168,GSK,4/10/2008 0:00,Female,10/29/1957,55,WA,6330,4,Bardon,253.79
1000034169,RELEGARE,4/10/2008 0:00,Male,2/21/1983,30,WA,6330,1,SpringfieldLakes,59.38
1000034170,GUARDIAN,4/10/2008 0:00,Female,5/31/1969,44,WA,6059,2,Rothwell,82.73
1000034171,GSK,4/10/2008 0:00,Female,9/6/1952,61,WA,6059,1,deception bay,5.35
1000034172,APPOLO,4/10/2008 0:00,Female,10/24/1990,22,WA,6330,8,Deception Bay,336.44
1000034173,RELEGARE,4/10/2008 0:00,Female,12/10/1984,28,WA,6021,5,goovigen,186.85
1000034174,RANBAXY,4/10/2008 0:00,Female,11/19/1969,43,WA,6061,1,townsville,99.88
1000034175,RANBAXY,4/10/2008 0:00,Female,1/9/1970,43,WA,6059,2,oonoonba,151.08
1000034176,GUARDIAN,4/10/2008 0:00,Female,10/10/1978,34,WA,6020,7,Deception Bay,281.73
1000034177,RANBAXY,4/10/2008 0:00,Male,2/1/1938,75,WA,6009,4,Rosslea,45.5
1000034178,RANBAXY,4/10/2008 0:00,Female,10/12/1948,64,WA,6210,4,McDowall,470.77
1000034179,MED +,4/10/2008 0:00,Female,2/15/1947,66,WA,6210,5,Arana Hills,125.71
1000034180,APPOLO,4/10/2008 0:00,Female,11/9/1950,62,WA,6052,15,Highfields,525.41
1000034181,CIPLA,4/10/2008 0:00,Female,12/4/1960,52,WA,6062,5,Deeragun,294.38
1000034182,DR.REDDYS,4/10/2008 0:00,Female,3/16/1977,36,WA,6566,12,colston park,308.83
1000034183,RELEGARE,4/10/2008 0:00,Female,6/22/1958,55,WA,6405,3,MACKAY,102.28
1000034184,GSK,4/10/2008 0:00,Female,12/27/1983,29,WA,6081,5,Booval,179.79
1000034185,RANBAXY,4/10/2008 0:00,Female,10/14/1933,79,WA,6992,5,aspley,1261.44
1000034186,GUARDIAN,4/10/2008 0:00,Male,10/10/1932,80,WA,6401,8,Annerley,220.96
1000034187,DR.REDDYS,4/10/2008 0:00,Male,4/29/1985,28,WA,6054,7,Saunders Beach,978.09
1000034188,GUARDIAN,4/10/2008 0:00,Female,7/27/1934,79,WA,6924,5,Highgate Hill,202.19
1000034189,APPOLO,4/10/2008 0:00,Female,7/16/1937,76,WA,6101,4,GREENBANK,73.23
1000034190,RELEGARE,4/10/2008 0:00,Female,3/24/1954,59,VIC,3205,3,stretton,85.47
1000034191,GUARDIAN,4/10/2008 0:00,Male,7/6/1970,43,VIC,3204,1,dutton park,46.3
1000034192,MED +,4/10/2008 0:00,Female,11/30/1960,52,VIC,3192,5,mundingburra,222
1000034193,GUARDIAN,4/10/2008 0:00,Male,10/26/1977,35,VIC,3192,6,Ashgrove,375.78
1000034194,CIPLA,4/10/2008 0:00,Female,8/26/1957,56,WA,6210,1,Bald Hills,10.37
